text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
fold rp muna us,0,0.018464588,0.004614067,0.002710833,0.022218928,0.803738654,0.025056394,0.123196632,NEGATIVE,0.9510390162467957,NEGATIVE,0.9510390162467957
A dream is not realized by sacrificing others!,0,0.623089254,0.089446709,0.029248744,0.003992348,0.019626876,0.16860646,0.065989673,NEGATIVE,0.9922749400138855,NEGATIVE,0.9922749400138855
"Whatever the nominal, I'm still very grateful",0,0.004505945,0.002362893,0.000474999,0.913572371,0.047142815,0.010885394,0.021055482,POSITIVE,0.9998156428337097,POSITIVE,0.9998156428337097
"When no one wakes you up in the morning, when no one waits for you to sleep at night, when you can do whatever you want as you please. What are these things called freedom or loneliness?",0,0.061539605,0.125436261,0.083711632,0.004234352,0.667355716,0.052120015,0.005602433,POSITIVE,0.7856505513191223,POSITIVE,0.7856505513191223
"I want you to be the reason behind my smile, not the reason behind every cry",0,0.012889019,0.005364001,0.002977546,0.64977622,0.113690317,0.201829761,0.013473193,NEGATIVE,0.9868059158325195,NEGATIVE,0.9868059158325195
Can't drop my signal template arghhðŸ˜”ðŸ˜¾,0,0.678093612,0.024440382,0.138897881,0.002226008,0.093430385,0.057958592,0.004953082,NEGATIVE,0.9940975904464722,NEGATIVE,0.9940975904464722
Good morning prospective residents of hell~,0,0.211806074,0.147415042,0.048596703,0.092617385,0.411718875,0.062794849,0.025051082,POSITIVE,0.9990836381912231,POSITIVE,0.9990836381912231
very proud,0,0.007325773,0.00160364,0.000837287,0.930000782,0.031997189,0.004346582,0.023888642,POSITIVE,0.9998658895492554,POSITIVE,0.9998658895492554
why i don't have a circle on twt..,0,0.013797757,0.007157752,0.005199312,0.001747416,0.083646514,0.027316291,0.861134887,NEGATIVE,0.9985672235488892,NEGATIVE,0.9985672235488892
"Love your account, don't just retweet it, you'll get swept up if you regret it yourself",0,0.068287537,0.035935771,0.00579254,0.00352023,0.836272776,0.042191926,0.007999207,POSITIVE,0.9993798732757568,POSITIVE,0.9993798732757568
What is this strange feeling that makes you short of breath,0,0.013928156,0.034302551,0.551603734,0.001562962,0.031082412,0.00827055,0.359249532,NEGATIVE,0.9958019852638245,NEGATIVE,0.9958019852638245
"BEEP! follower? rt, jfb -xiaojun",0,0.004811788,0.002793831,0.001236881,0.006645069,0.884365201,0.007385699,0.092761435,NEGATIVE,0.9912201762199402,NEGATIVE,0.9912201762199402
JYP RIPIO???????,0,0.010764137,0.003900463,0.003736154,0.003741917,0.162094399,0.003758676,0.812004268,NEGATIVE,0.9935345649719238,NEGATIVE,0.9935345649719238
watching idol vs idol and yesung again and again to my sister WKWKWKWKWKW I swear I'm tired of laughing.,0,0.011364404,0.032577183,0.010646538,0.01820459,0.089705564,0.452109605,0.38539204,NEGATIVE,0.9984795451164246,NEGATIVE,0.9984795451164246
Melaka is so small you know '€,0,0.016606649,0.079479992,0.413208961,0.014972093,0.273484766,0.026299108,0.175948411,NEGATIVE,0.9964035749435425,NEGATIVE,0.9964035749435425
"It's 3 o'clock, the call to prayer for the morning prayer isn't cool, I'm panicking",0,0.016289229,0.004087849,0.697660923,0.008040993,0.118758246,0.088693388,0.066469342,NEGATIVE,0.9983568787574768,NEGATIVE,0.9983568787574768
Yesss!!! Alhamdulillah!!!,0,0.102605961,0.066387616,0.005284505,0.265451938,0.091837488,0.043396939,0.425035596,POSITIVE,0.9656000733375549,POSITIVE,0.9656000733375549
"I'm jealous, okay, just copy my style, you're tacky hahaha",0,0.492979079,0.167066202,0.010579517,0.058573231,0.19647114,0.059606787,0.014724062,NEGATIVE,0.7366480231285095,NEGATIVE,0.7366480231285095
"My mother is the most beautiful woman in this world who has given birth to me perfectly, without missing anything :)",0,0.005980573,0.006601598,0.000679323,0.93616116,0.028481327,0.008989306,0.01310664,POSITIVE,0.999886155128479,POSITIVE,0.999886155128479
"Prime 22 GB (17GB Regular + 5GB Kendo) Rp. 195,000 Interest? Mention/DM or fast response 08988178901",0,0.00631333,0.003077687,0.004577678,0.002045481,0.905737579,0.0106071,0.067641191,NEGATIVE,0.9912747144699097,NEGATIVE,0.9912747144699097
Seokjin butter concept [ whimpers ],0,0.026883384,0.053696524,0.004388555,0.036977988,0.603679121,0.013724685,0.260649711,NEGATIVE,0.9973854422569275,NEGATIVE,0.9973854422569275
Halloo S_AngelJKT48 #JKT48Keliling2Pareo #Samarinda cc officialJKT48,0,0.17709662,0.001355268,0.369911492,0.142109215,0.108896181,0.114380226,0.086250983,NEGATIVE,0.9381521940231323,NEGATIVE,0.9381521940231323
got ghosting :'(,0,0.015881907,0.014307512,0.428748578,0.010961459,0.284317404,0.088934444,0.156848624,NEGATIVE,0.9962410926818848,NEGATIVE,0.9962410926818848
"If you sing/listen to Vierra's song, the title is all about you, you will immediately flashback :')",0,0.032043394,0.01213956,0.009396184,0.010080884,0.878534436,0.010499263,0.047306295,POSITIVE,0.9968690276145935,POSITIVE,0.9968690276145935
What's clay? Am I a banana?,0,0.046678677,0.043127161,0.006007243,0.002733393,0.21952036,0.00596328,0.675969899,NEGATIVE,0.9922013282775879,NEGATIVE,0.9922013282775879
"Lexicoustic broke, time for an acoustic tutti",0,0.089137159,0.00965259,0.09002509,0.005749734,0.17151469,0.430640519,0.203280166,NEGATIVE,0.9962682127952576,NEGATIVE,0.9962682127952576
"""I want to raise a dog""."" I can't, it's hard to take care of it, it's not right to take care of yourself yet"".. Eh suddenly my little sister shouted from afar.. ""REALLY STYLE TO CARE DOG, BEHAVIOR 11 12 ALSO!""..Ask for a kidney flickðŸ˜",0,0.0948679,0.021162288,0.427868098,0.014701845,0.089219138,0.210604012,0.141576752,NEGATIVE,0.9849597811698914,NEGATIVE,0.9849597811698914
Followwwwww >===> FatinSLQuotes For Beautiful Quotes Fatin SL.. just mention for follback,0,0.013227939,0.002258372,0.001967018,0.186442703,0.623041868,0.017747041,0.155315056,NEGATIVE,0.8584696054458618,NEGATIVE,0.8584696054458618
â›±ï¸ We TV.â sharing 35k/year (my account).- 6 months warranty.- can watch all vids. VIP.- can download vid.,0,0.012405922,0.003769512,0.002694794,0.324221104,0.537268698,0.046789389,0.072850592,NEGATIVE,0.9508561491966248,NEGATIVE,0.9508561491966248
Lots of work 'ŠðŸ'Š,0,0.006246421,0.007672615,0.006148292,0.797489583,0.118615255,0.041440286,0.022387519,POSITIVE,0.9959598183631897,POSITIVE,0.9959598183631897
It's time for a hungry stomach...,0,0.112828918,0.211168155,0.016143249,0.007620859,0.530591369,0.10429801,0.017349476,NEGATIVE,0.9926884770393372,NEGATIVE,0.9926884770393372
"if you get rowoon perfume, maybe i'll consider buyingðŸ˜¢",0,0.017136579,0.018561261,0.007289009,0.072095588,0.871029317,0.005334752,0.008553546,NEGATIVE,0.9753772020339966,NEGATIVE,0.9753772020339966
"No matter how hard I try, I still can't hate it.",0,0.622597098,0.247170627,0.008360292,0.004978392,0.058013737,0.054241333,0.004638469,NEGATIVE,0.9223436713218689,NEGATIVE,0.9223436713218689
In the middle of washing the chicken in my head I'm thinking.- want to cook kids breakfast.- want to scrub clothes for raya.- want to wash the water booth.- want to bathe the kids.- want to prepare cooking ingredients for mom.- schedule to make cake.. where x stress haha,0,0.058240604,0.004489816,0.008922622,0.463976145,0.108084835,0.147371784,0.208914146,NEGATIVE,0.9985525012016296,NEGATIVE,0.9985525012016296
Praise GodðŸ˜‡,0,0.224521145,0.126998737,0.004841095,0.544057071,0.067295663,0.026992263,0.005294083,POSITIVE,0.9911252856254578,POSITIVE,0.9911252856254578
the problem will be solved if we face it,0,0.335955292,0.014366964,0.310854822,0.017919904,0.123031832,0.193961248,0.00390992,NEGATIVE,0.9940294027328491,NEGATIVE,0.9940294027328491
It feels.. ahhh it's great. Wkwkw,0,0.001696072,0.004467146,0.001174335,0.935052156,0.032116354,0.008418772,0.017075114,POSITIVE,0.9998643398284912,POSITIVE,0.9998643398284912
"Eid is just counting the days.... Minal aidzin walfaidzin, want to make a living physically and mentally ™",0,0.065747164,0.027556678,0.02964638,0.075814903,0.62107271,0.165881023,0.014281106,NEGATIVE,0.9871359467506409,NEGATIVE,0.9871359467506409
"okay, I want to clean the house first",0,0.030871755,0.017963694,0.037612446,0.048051856,0.080132425,0.711926699,0.073441073,POSITIVE,0.7736055254936218,POSITIVE,0.7736055254936218
Your morals are like ashes.,0,0.213379577,0.457956582,0.008912156,0.001991815,0.259735227,0.052135825,0.005888848,NEGATIVE,0.9993508458137512,NEGATIVE,0.9993508458137512
having trouble sorting radiohead's best album after kid a - ok computer - in rainbows,0,0.009264027,0.004618824,0.004158613,0.078063257,0.183530211,0.409359753,0.311005384,NEGATIVE,0.9877023100852966,NEGATIVE,0.9877023100852966
650 followers I'm going to take a shower T_T,0,0.007571793,0.0168953,0.002300131,0.161811203,0.725532293,0.030023882,0.055865359,NEGATIVE,0.976535975933075,NEGATIVE,0.976535975933075
1 SEMESTER Fluent in MANDARIN? Here is the ANSWER!! FIRST in BANDUNG FREE registration during the PROMO period Hub: 022-61112233 BisaMandarin,0,0.018667126,0.004661613,0.013168409,0.00364249,0.853175461,0.005200441,0.101484418,NEGATIVE,0.9927010536193848,NEGATIVE,0.9927010536193848
"Bismillah, it doesn't flop, I'm looking for a mutual fandom all. help rt/like yaa",0,0.005687874,0.002534685,0.004947308,0.049545724,0.861171067,0.045768037,0.030345313,POSITIVE,0.862088143825531,POSITIVE,0.862088143825531
"ping ! RT yes, we are mutual. Don't forget folbek.",0,0.016926056,0.00569753,0.008867967,0.01120275,0.901803613,0.015818054,0.039683994,POSITIVE,0.9961780309677124,POSITIVE,0.9961780309677124
"Hi Cindy Gulla When will we meet? >,<",0,0.004471898,0.001414476,0.00547906,0.026479427,0.825393736,0.014719658,0.122041769,POSITIVE,0.9939994812011719,POSITIVE,0.9939994812011719
"There are no difficult subjects, except laziness will learn these subjects",0,0.006768106,0.011196445,0.001328248,0.010984474,0.960033298,0.004224278,0.005465101,NEGATIVE,0.9687348008155823,NEGATIVE,0.9687348008155823
"There's a lot of work today .. Btw, for those who have DM i for that work, we will contact you slowly one by one, because I also have a lot of crazy applications from other colleagues. Take a little time ye",0,0.005405669,0.003147676,0.005928909,0.014556742,0.777348876,0.01266182,0.180950284,POSITIVE,0.991897702217102,POSITIVE,0.991897702217102
VIU PREMIUM ..â˜ž1 year - 25k (own email + 3k) .â˜ž7 months - 17k .â˜ž1 month - 10k ..t. those who sell viu want to watch true beauty premium murce,0,0.015265796,0.001323132,0.006010301,0.305992305,0.394849032,0.057515267,0.219044179,NEGATIVE,0.9565263390541077,NEGATIVE,0.9565263390541077
One sincere smile is worth more than a million useless words,0,0.006455143,0.006508002,0.000535756,0.869723976,0.105679981,0.005955434,0.005141617,NEGATIVE,0.9949794411659241,NEGATIVE,0.9949794411659241
Don't worry if you have fickle friends,0,0.070521139,0.004367911,0.794406593,0.00756487,0.086012438,0.01507274,0.022054262,POSITIVE,0.9935532808303833,POSITIVE,0.9935532808303833
"Friends Asiq, mutual friends, just rt",0,0.004764691,0.003544044,0.001458491,0.010741882,0.929603159,0.014418221,0.035469551,POSITIVE,0.9963907599449158,POSITIVE,0.9963907599449158
"It hasn't been that long since I gave her a hand on this phone... Peggy is okay when I'm on leave, let her hold it... but I don't know, I don't think I want to share it with her",0,0.03373988,0.108633801,0.108344883,0.015037986,0.574273884,0.096801907,0.063167654,NEGATIVE,0.9584653973579407,NEGATIVE,0.9584653973579407
Here again there is dangdut loh:3 anyone want dangdut?,0,0.009722286,0.009251065,0.002414072,0.015604408,0.749153733,0.013629767,0.200224608,NEGATIVE,0.9980358481407166,NEGATIVE,0.9980358481407166
I don't want it if people demand it. I want it to change according to my own will not someone elseðŸ™ƒ,0,0.764431536,0.063697159,0.015961111,0.002306362,0.139885917,0.012008993,0.001708857,NEGATIVE,0.9951578974723816,NEGATIVE,0.9951578974723816
very proud of dream very proud,0,0.00444685,0.001178587,0.000775659,0.945853591,0.019658087,0.003745596,0.024341706,POSITIVE,0.9998812675476074,POSITIVE,0.9998812675476074
"sorry my friend vn triakâ€ br this time, follow the person on twtðŸ˜ðŸ˜ðŸ˜",0,0.002375003,0.002864106,0.004630056,0.004311493,0.025248075,0.93836689,0.022204403,NEGATIVE,0.9978621602058411,NEGATIVE,0.9978621602058411
". When are my followers Dadi 100,000 Yo? =D",0,0.014091884,0.00292063,0.003095319,0.005447248,0.335900038,0.02037329,0.618171632,NEGATIVE,0.9970982074737549,NEGATIVE,0.9970982074737549
"Fak, I forgot today is the first day, I'm already 30 minutes late :)",0,0.091113187,0.147655785,0.038203105,0.007086719,0.25411576,0.187953234,0.273872167,NEGATIVE,0.9937501549720764,NEGATIVE,0.9937501549720764
"These 2 days have to work extra 'ª. Come on, let's welcome the holidays",0,0.02814742,0.012914677,0.015479865,0.384721011,0.377036244,0.132655829,0.049045004,POSITIVE,0.9953315854072571,POSITIVE,0.9953315854072571
"â€ I told you, I am I, you are you, the question of who is greater is a boring storyâ€ (Shikamaru Nara)",0,0.048220031,0.296192437,0.026906678,0.016860338,0.359085172,0.217345133,0.03539031,NEGATIVE,0.9970054030418396,NEGATIVE,0.9970054030418396
Don't buy it until you don't remember yourself and then expect help from other people. ..The real toxic person ever omg..#remindertomyselftoo,0,0.104249515,0.002464205,0.796438932,0.008521403,0.002475436,0.073275484,0.012574902,NEGATIVE,0.9939974546432495,NEGATIVE,0.9939974546432495
NEW STUFF! KPOP CASE! YUUK YUUK ORDER :),0,0.033306055,0.007588084,0.002850862,0.06271933,0.777607977,0.014753588,0.101174101,POSITIVE,0.9766345620155334,POSITIVE,0.9766345620155334
"Have you ever washed and flushed, and then entered the toilet hole. It was so similar to cake tai",0,0.013252595,0.56876713,0.015844353,0.002741495,0.286721528,0.016343812,0.096329093,NEGATIVE,0.993769109249115,NEGATIVE,0.993769109249115
“ŒÂ WATTPAD . (Random email)..â€” 1 month 18k..full warranty & legal.T who sells wattpad plum #,0,0.027456017,0.002577452,0.022687063,0.105952919,0.602904439,0.022223866,0.216198295,NEGATIVE,0.9962387084960938,NEGATIVE,0.9962387084960938
The shortest way to improve sustenance is to increase love in the family,0,0.006389748,0.01501343,0.001963753,0.037662569,0.890360892,0.043547701,0.005062044,NEGATIVE,0.9953804016113281,NEGATIVE,0.9953804016113281
"ssengsuda guest joochan, sungyoon, jibeom, and seungmin together plss",0,0.003480508,0.001758956,0.001173667,0.378215909,0.452860951,0.041098408,0.121411577,NEGATIVE,0.5861852169036865,NEGATIVE,0.5861852169036865
Many people only realize that someone is important in their life when that person is no longer around.,0,0.032148227,0.086826555,0.007192689,0.009651326,0.557417393,0.01399164,0.292772144,NEGATIVE,0.946429967880249,NEGATIVE,0.946429967880249
What if this year is the last Ramadan?,0,0.087658212,0.032537859,0.134009674,0.003562848,0.39138186,0.006743425,0.344106138,NEGATIVE,0.9974921941757202,NEGATIVE,0.9974921941757202
Can you usually sleep when you choke on your own saliva until you dream?,0,0.055208649,0.527130008,0.269022942,0.001616599,0.111292899,0.019415682,0.016313205,NEGATIVE,0.9891997575759888,NEGATIVE,0.9891997575759888
"How come it's on social media, it's on your shoulder '",0,0.029960483,0.005458502,0.020525416,0.002945507,0.051517621,0.007716905,0.881875515,NEGATIVE,0.9892773628234863,NEGATIVE,0.9892773628234863
"""I'm just so proud"".. WHY DO YOU WORK SALTY MULU? YOU DON'T KNOW WHAT'S IT LIKE TO BE DREAMZEN? HAVE TO WAIT ALMOST 5 YEARS TO GET THE FULL ALBUM ALREADY WAITED 3 YEARS FOR MARK BACK TO NCT DREAM SO PLEASE DON'T BREAK THE MOOD DREAMZEN TODAYðŸ™ »",0,0.055747524,0.009194091,0.011503479,0.007779906,0.841263115,0.011311151,0.06320066,POSITIVE,0.9916461110115051,POSITIVE,0.9916461110115051
I'm hungry at this hour :(,0,0.008129412,0.022750696,0.007824535,0.008350474,0.135819346,0.801486135,0.015639426,NEGATIVE,0.9961126446723938,NEGATIVE,0.9961126446723938
"There is a god who always accompanies our feet wherever we step, so don't be afraid, because God will definitely provide help for his people.",0,0.004069414,0.003262781,0.780943096,0.009790242,0.188673407,0.007117983,0.006143105,POSITIVE,0.9991901516914368,POSITIVE,0.9991901516914368
Nothing can help calm the soul apart from oneself - G.Chr.Lich-tenberg,0,0.011840684,0.011364012,0.037655104,0.061994068,0.689630389,0.178163543,0.009352247,NEGATIVE,0.9982682466506958,NEGATIVE,0.9982682466506958
"In addition to designing, we also sell premium applications-electric pulses-electric tokens-and others~",0,0.030624546,0.011754843,0.006152915,0.179743797,0.720847547,0.007783769,0.043092649,POSITIVE,0.989346444606781,POSITIVE,0.989346444606781
It is easier to fight thousands of heavily armed men than to fight one's own pride.,0,0.082526557,0.122235276,0.004249164,0.050463293,0.727798164,0.008993516,0.003734052,NEGATIVE,0.9104279279708862,NEGATIVE,0.9104279279708862
idai piha,0,0.022701807,0.010952822,0.012288972,0.042465035,0.736095488,0.028057525,0.147438377,POSITIVE,0.9631607532501221,POSITIVE,0.9631607532501221
planning,0,0.017436601,0.006253485,0.026796304,0.017414454,0.846061051,0.054934174,0.031103868,POSITIVE,0.9967957139015198,POSITIVE,0.9967957139015198
Why else...,0,0.046662897,0.032134872,0.013503622,0.004059664,0.781497598,0.022182258,0.099959046,NEGATIVE,0.9979830980300903,NEGATIVE,0.9979830980300903
"If the notip 72h appears, then you have to logout or not",0,0.011262557,0.01523667,0.006770703,0.001577003,0.925283968,0.023321753,0.016547278,NEGATIVE,0.9991729855537415,NEGATIVE,0.9991729855537415
Abel is sometimes PeA,0,0.007102067,0.006854409,0.002713609,0.006910739,0.938311517,0.00861358,0.029494131,NEGATIVE,0.9230645895004272,NEGATIVE,0.9230645895004272
awwwwwwwwwwww people are so funny,0,0.007547377,0.005378239,0.002848101,0.250706017,0.025568228,0.017510412,0.690441608,POSITIVE,0.9982221722602844,POSITIVE,0.9982221722602844
Lucky to have a good customer ² already dizzy,0,0.003952149,0.0048445,0.04263344,0.650000691,0.102437384,0.024343072,0.171788841,POSITIVE,0.9635121822357178,POSITIVE,0.9635121822357178
"When the children know what the news is, how is it? dek ji how huhuhu really remember that time he cried when dreamies perched on the melon chart being the first",0,0.007917133,0.002281957,0.006890963,0.01847771,0.139585823,0.032464996,0.792381465,NEGATIVE,0.9822758436203003,NEGATIVE,0.9822758436203003
Peho eke mba'e,0,0.055844206,0.138069183,0.270922154,0.032387774,0.372542858,0.08937683,0.040856972,POSITIVE,0.717560350894928,POSITIVE,0.717560350894928
Que pasa con jyp?,0,0.018475836,0.009815176,0.013067072,0.004903734,0.875841081,0.004494041,0.073403098,NEGATIVE,0.8422049283981323,NEGATIVE,0.8422049283981323
"perdi minha identidade, tmnc",0,0.016938075,0.008173941,0.013513982,0.014687692,0.925016046,0.010379748,0.011290505,NEGATIVE,0.6770265698432922,NEGATIVE,0.6770265698432922
finally can use this gemes layout thanks,0,0.010247638,0.004099611,0.00124808,0.073955528,0.845698774,0.027079076,0.037671316,POSITIVE,0.9988631010055542,POSITIVE,0.9988631010055542
"Patience may be the choice I have to choose right now, but do people also need to set goals in life?",0,0.013868765,0.052453704,0.009809077,0.001876662,0.905871928,0.007268036,0.008851795,NEGATIVE,0.9787397384643555,NEGATIVE,0.9787397384643555
"Sad to have wide feet, really ugly when wearing Converse.ðŸ˜",0,0.00201583,0.015371768,0.00531108,0.002071388,0.005763987,0.965968072,0.003497831,NEGATIVE,0.9995625615119934,NEGATIVE,0.9995625615119934
Alhaji Wasiu Ayinde - Fuji Rapping - Side A,0,0.005933749,0.004997706,0.006861306,0.160505056,0.571861744,0.049547452,0.200292975,POSITIVE,0.7784233689308167,POSITIVE,0.7784233689308167
Theta,0,0.078045122,0.309608668,0.068694957,0.047530491,0.36832574,0.106924288,0.020870727,POSITIVE,0.9700031876564026,POSITIVE,0.9700031876564026
Those who have this bot are learning because of Allah Ta'ala,0,0.005619958,0.005476591,0.001172602,0.013869216,0.95177567,0.002173013,0.019912966,NEGATIVE,0.8657677173614502,NEGATIVE,0.8657677173614502
Como que jyp ripeo?,0,0.007971845,0.006675794,0.004034542,0.009679994,0.829264224,0.004361736,0.138011888,NEGATIVE,0.9738213419914246,NEGATIVE,0.9738213419914246
Beyond live baekhyun is really long -_-,0,0.011666304,0.010681026,0.006978004,0.019614801,0.708098114,0.111278415,0.131683335,NEGATIVE,0.9895813465118408,NEGATIVE,0.9895813465118408
IHSG. Scks.,0,0.009565567,0.014926776,0.007805569,0.020119973,0.794829786,0.036972232,0.115780033,NEGATIVE,0.9949145317077637,NEGATIVE,0.9949145317077637
"Don't just count what's been missing!! Think of what's left of yours!!"" [Jinbei]",0,0.503659904,0.072874017,0.084394932,0.010652908,0.222497955,0.015780473,0.090139836,NEGATIVE,0.999648928642273,NEGATIVE,0.999648928642273
"Oh yeah, for those who don't know what the problem is, then you guys are curious, don't press for fun on the sb ""Ni-ki bvlly"" :)",0,0.054231778,0.053688832,0.003044872,0.024751527,0.608142376,0.00937983,0.246760726,NEGATIVE,0.9674917459487915,NEGATIVE,0.9674917459487915
rpf Let's follow Irene! Rt jfb -baeju,0,0.007288829,0.001720696,0.003417807,0.68482697,0.244166717,0.017593917,0.040985085,POSITIVE,0.5333588719367981,POSITIVE,0.5333588719367981
"""How big is the grudge in my heart.. How strong have I become thanks to that. You don't know anything about me"" -Sasuke Uchiha",0,0.961730659,0.012470128,0.003730098,0.001262378,0.010966744,0.005482235,0.004357887,POSITIVE,0.9992409944534302,POSITIVE,0.9992409944534302
"The reason I'm lazy to chat with women is because there's a limit to her. This girl is a little sensitive yee.. if you boys want to communicate with girls please be careful alright. This woman is the type to choose people, if you get the friendly type, it's okay, it's just not crowded",0,0.013329876,0.035679717,0.013510061,0.007449091,0.913748205,0.010086904,0.006196117,POSITIVE,0.9981291890144348,POSITIVE,0.9981291890144348
Sou chato memu,0,0.016080327,0.480555356,0.009996562,0.01619111,0.384999394,0.067679286,0.024497904,POSITIVE,0.7810145020484924,POSITIVE,0.7810145020484924
Nothing is impossible as long as there is a will to try. Convince yourself and try your best. SELF-CONFIDENT.,0,0.370175272,0.04833189,0.070337288,0.005778347,0.485007644,0.016597137,0.003772504,NEGATIVE,0.8552857041358948,NEGATIVE,0.8552857041358948
/ae/ AWOSKWOSKAOKZKSKAA 30 MINUTES AGAIN NKAUXSJDIW,0,0.015845886,0.003103474,0.003757414,0.02442551,0.640158117,0.05529416,0.257415384,NEGATIVE,0.9781052470207214,NEGATIVE,0.9781052470207214
"Live more if, there is no change ngasu £ðŸ¤£",0,0.10735736,0.069694653,0.191502243,0.0295626,0.328141361,0.271242648,0.002499031,NEGATIVE,0.981042742729187,NEGATIVE,0.981042742729187
"Ish, this uncle has a temper like three tribes he made it",0,0.138610557,0.731455147,0.007140849,0.002935337,0.043653298,0.023510592,0.052694209,NEGATIVE,0.92975914478302,NEGATIVE,0.92975914478302
it's great to be able to extend the book online,0,0.00060528,0.000385286,0.000581643,0.989412487,0.002119784,0.001496431,0.005399183,POSITIVE,0.9998005032539368,POSITIVE,0.9998005032539368
Don't forget to warm up your Vespa before work :),0,0.027689755,0.028942451,0.006778691,0.061478727,0.833985746,0.021690575,0.019433977,POSITIVE,0.9831174612045288,POSITIVE,0.9831174612045288
"my dad is so random pls, want to cry",0,0.007440235,0.00143686,0.002139153,0.058202818,0.223649144,0.025801798,0.681329966,NEGATIVE,0.9995120763778687,NEGATIVE,0.9995120763778687
"rip jyp, fly high muti",0,0.020608839,0.003640357,0.003915591,0.009151158,0.91097635,0.008294248,0.04341346,NEGATIVE,0.9954469799995422,NEGATIVE,0.9954469799995422
teume! will my ° angelðŸ'° '‹ come â™¥ï¸ ?ðŸ¤—,0,0.20926553,0.006684571,0.599546373,0.030040924,0.10354834,0.022962822,0.02795144,NEGATIVE,0.9755635857582092,NEGATIVE,0.9755635857582092
tokutaka7710 F,0,0.056993652,0.010839288,0.029518353,0.071527041,0.689338386,0.042975776,0.098807566,NEGATIVE,0.8840953707695007,NEGATIVE,0.8840953707695007
"gbt! Mutual yayyyy, RT first",0,0.009992143,0.005958699,0.003535006,0.35488233,0.082992226,0.037330218,0.505309343,NEGATIVE,0.9882036447525024,NEGATIVE,0.9882036447525024
Order via dm or whatsapp. jan is shy,0,0.001796059,0.000700839,0.955967605,0.002172236,0.025739187,0.007263049,0.006361197,NEGATIVE,0.9992307424545288,NEGATIVE,0.9992307424545288
"A few more days of Eid, can it be bigwin before that day",0,0.00680504,0.00243519,0.004378894,0.044966012,0.738787651,0.045638222,0.156989008,NEGATIVE,0.979998767375946,NEGATIVE,0.979998767375946
ANJRIT,0,0.014032125,0.010589493,0.004403257,0.009210331,0.863625169,0.017712891,0.080426693,POSITIVE,0.9400225281715393,POSITIVE,0.9400225281715393
## iqiyi ##..â sharing.1 month 20k..âœ¿ private.1 month 25k..note: activation only..dm/wa for order !!..t. sell iqiyi,0,0.027858794,0.004714767,0.008054663,0.097374521,0.582793891,0.091285348,0.187918022,NEGATIVE,0.9970890879631042,NEGATIVE,0.9970890879631042
do not understand,0,0.043751176,0.04806748,0.049133293,0.00188218,0.196749449,0.30411002,0.356306434,NEGATIVE,0.9995025396347046,NEGATIVE,0.9995025396347046
everything will be very valuable when it's not ours anymore..#experiencesimbah,0,0.080036439,0.000966154,0.28030774,0.323520809,0.03082384,0.195968881,0.088376187,POSITIVE,0.9837759137153625,POSITIVE,0.9837759137153625
At least this morning my burden has reduced @thank youðŸ¤² ya Allah remember life is walking not runningðŸ™ °,0,0.031830493,0.000490485,0.017514506,0.860455811,0.034157664,0.046521321,0.009029646,NEGATIVE,0.9764555096626282,NEGATIVE,0.9764555096626282
"Ready kak, service to add followers and views for the TWITTER application. Please DM for orders ™",0,0.007266583,0.001577514,0.004212589,0.008176318,0.948667228,0.005431898,0.024667889,NEGATIVE,0.7624978423118591,NEGATIVE,0.7624978423118591
It's a week different from the Drimi and Espa comebacks. —,0,0.006221921,0.005727447,0.00651777,0.007400661,0.912644744,0.006727033,0.054760382,POSITIVE,0.9961936473846436,POSITIVE,0.9961936473846436
Zwebel « you don't have anyone to support painting the wall,0,0.131605953,0.157314345,0.015897213,0.003309009,0.500248969,0.102891602,0.088732973,NEGATIVE,0.9994008541107178,NEGATIVE,0.9994008541107178
"wake up right away, open my ig, I'm too short to see yuan's face",0,0.009983537,0.006907708,0.02459814,0.002333296,0.810958326,0.016706415,0.128512576,NEGATIVE,0.9967155456542969,NEGATIVE,0.9967155456542969
"I'm not an angel, I'm just a human, who has a sense of ego and it hurts when I see you love other people.",0,0.04494106,0.170203805,0.004532217,0.008134457,0.086030804,0.679555714,0.006601953,NEGATIVE,0.9925023317337036,NEGATIVE,0.9925023317337036
"It's also annoying when people startle people in the morning...Sorry, I'm the one who surprised people in the morning.ðŸ¤ª",0,0.006385443,0.002815952,0.001660796,0.003830886,0.010429373,0.003781123,0.971096456,NEGATIVE,0.9966795444488525,NEGATIVE,0.9966795444488525
35737! 74532. Teleport 52367?,0,0.008692788,0.002115971,0.002436973,0.01088975,0.398610294,0.013086822,0.56416738,NEGATIVE,0.9910906553268433,NEGATIVE,0.9910906553268433
I wonder what to say,0,0.007138813,0.003735302,0.003760119,0.002497736,0.008254459,0.003381587,0.971231937,POSITIVE,0.9253852367401123,POSITIVE,0.9253852367401123
Â¦ Mention first before dm ya~ Just don't get your dm request '—,0,0.101442263,0.021947095,0.214894682,0.035512593,0.532553136,0.064788833,0.028861379,NEGATIVE,0.9974778294563293,NEGATIVE,0.9974778294563293
"There is no limit for the performance, is there a prev or is there another group stage, No limit??",0,0.031919472,0.050171219,0.021802584,0.003276099,0.807610929,0.013090861,0.072128795,NEGATIVE,0.9968751668930054,NEGATIVE,0.9968751668930054
